,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"b[Oceania, 2018-02]",-0.143,0.52,-1.016,0.691,0.004,0.007,17491.0,5306.0,1.0
"b[Oceania, 2018-03]",-0.17,0.512,-1.044,0.634,0.004,0.006,16117.0,5603.0,1.0
"b[Oceania, 2018-04]",-0.163,0.503,-0.996,0.652,0.004,0.006,16857.0,5784.0,1.0
"b[Oceania, 2018-05]",-0.159,0.489,-0.967,0.636,0.004,0.006,15922.0,5598.0,1.0
"b[Oceania, 2018-06]",-0.145,0.494,-0.971,0.664,0.004,0.006,19524.0,6105.0,1.0
"b[Oceania, 2018-07]",-0.204,0.49,-1.035,0.575,0.004,0.006,15900.0,6106.0,1.0
"b[Oceania, 2018-08]",-0.208,0.496,-1.026,0.604,0.004,0.006,19047.0,6016.0,1.0
"b[Oceania, 2018-09]",-0.22,0.479,-1.032,0.549,0.004,0.005,17402.0,6136.0,1.0
"b[Oceania, 2018-10]",-0.215,0.491,-1.017,0.583,0.004,0.005,17044.0,5455.0,1.0
"b[Oceania, 2018-11]",-0.172,0.472,-0.972,0.575,0.004,0.005,15190.0,5974.0,1.0
"b[Oceania, 2018-12]",-0.12,0.439,-0.851,0.592,0.003,0.005,15745.0,6352.0,1.0
"b[Oceania, 2019-01]",-0.094,0.472,-0.835,0.712,0.004,0.006,16005.0,5799.0,1.0
"b[Oceania, 2019-02]",-0.065,0.505,-0.879,0.756,0.004,0.006,17576.0,6005.0,1.0
"b[Oceania, 2019-03]",-0.173,0.544,-1.045,0.729,0.004,0.007,17297.0,5561.0,1.0
"b[Oceania, 2019-04]",-0.197,0.547,-1.081,0.712,0.004,0.007,15697.0,5595.0,1.0
"b[Oceania, 2019-05]",-0.206,0.546,-1.173,0.627,0.004,0.006,17338.0,6115.0,1.0
"b[Oceania, 2019-06]",-0.203,0.55,-1.108,0.692,0.004,0.007,16694.0,5638.0,1.0
"b[Oceania, 2019-07]",-0.162,0.534,-0.992,0.749,0.004,0.006,16484.0,5537.0,1.0
"b[Oceania, 2019-08]",-0.135,0.535,-0.991,0.782,0.004,0.007,17608.0,5153.0,1.0
"b[Oceania, 2019-09]",-0.127,0.514,-1.028,0.651,0.004,0.007,18155.0,5658.0,1.0
"b[Oceania, 2019-10]",-0.171,0.546,-1.053,0.761,0.004,0.006,16561.0,5995.0,1.0
"b[Oceania, 2019-11]",-0.203,0.529,-1.074,0.674,0.004,0.006,16635.0,6684.0,1.0
"b[Oceania, 2019-12]",-0.218,0.541,-1.096,0.68,0.004,0.006,18538.0,6092.0,1.0
"b[Oceania, 2020-01]",-0.251,0.476,-1.037,0.521,0.004,0.005,14591.0,5359.0,1.0
"b[Oceania, 2020-02]",-0.208,0.431,-0.935,0.497,0.003,0.005,17917.0,5236.0,1.0
"b[Oceania, 2020-03]",-0.287,0.465,-1.094,0.438,0.003,0.005,17738.0,5200.0,1.0
"b[Oceania, 2020-04]",-0.369,0.536,-1.293,0.475,0.004,0.005,16671.0,5317.0,1.0
"b[Oceania, 2020-05]",-0.322,0.551,-1.227,0.576,0.004,0.006,17158.0,5635.0,1.0
"b[Oceania, 2020-06]",-0.454,0.505,-1.27,0.372,0.004,0.004,16739.0,6324.0,1.0
"b[Oceania, 2020-07]",-0.492,0.447,-1.255,0.21,0.004,0.004,14635.0,6908.0,1.0
"b[Oceania, 2020-08]",-0.493,0.41,-1.152,0.199,0.004,0.003,12746.0,6588.0,1.0
"b[Oceania, 2020-09]",-0.432,0.376,-1.027,0.183,0.003,0.003,12970.0,6081.0,1.0
"b[Oceania, 2020-10]",-0.382,0.334,-0.955,0.144,0.003,0.003,12441.0,6257.0,1.0
"b[Oceania, 2020-11]",-0.398,0.313,-0.904,0.123,0.003,0.003,10931.0,6278.0,1.0
"b[Oceania, 2020-12]",-0.415,0.312,-0.908,0.119,0.003,0.002,11612.0,6556.0,1.0
"b[Oceania, 2021-01]",-0.565,0.391,-1.186,0.092,0.003,0.003,12957.0,6368.0,1.0
"b[Oceania, 2021-02]",-0.601,0.461,-1.361,0.146,0.004,0.004,13816.0,6329.0,1.0
"b[Oceania, 2021-03]",-0.474,0.486,-1.24,0.348,0.004,0.005,14197.0,5447.0,1.0
"b[Oceania, 2021-04]",-0.368,0.472,-1.157,0.391,0.004,0.005,15538.0,5615.0,1.0
"b[Oceania, 2021-05]",-0.322,0.523,-1.176,0.527,0.004,0.005,15144.0,5446.0,1.0
"b[Oceania, 2021-06]",-0.301,0.522,-1.167,0.549,0.004,0.005,16280.0,5582.0,1.0
"b[Oceania, 2021-07]",-0.407,0.503,-1.205,0.43,0.004,0.004,14045.0,6189.0,1.0
"b[Oceania, 2021-08]",-0.491,0.483,-1.278,0.299,0.004,0.004,13352.0,5932.0,1.0
"b[Oceania, 2021-09]",-0.507,0.494,-1.284,0.332,0.004,0.004,12671.0,5706.0,1.0
"b[Oceania, 2021-10]",-0.427,0.519,-1.325,0.375,0.004,0.005,17386.0,5743.0,1.0
"b[Oceania, 2021-11]",-0.284,0.543,-1.154,0.63,0.004,0.006,16603.0,5610.0,1.0
"b[Oceania, 2021-12]",-0.193,0.54,-1.041,0.722,0.004,0.006,15816.0,5760.0,1.0
"b[Oceania, 2022-01]",-0.122,0.547,-1.005,0.791,0.004,0.007,19578.0,5525.0,1.0
"b[Oceania, 2022-02]",-0.166,0.516,-0.995,0.677,0.004,0.006,17265.0,5791.0,1.0
"b[Oceania, 2022-03]",-0.187,0.506,-1.068,0.605,0.004,0.006,16232.0,5736.0,1.0
"b[Oceania, 2022-04]",-0.272,0.472,-1.033,0.511,0.004,0.005,17507.0,5754.0,1.0
"b[Oceania, 2022-05]",-0.334,0.469,-1.14,0.408,0.003,0.005,18822.0,5570.0,1.0
"b[Oceania, 2022-06]",-0.376,0.477,-1.141,0.42,0.004,0.005,16659.0,5358.0,1.0
"b[Oceania, 2022-07]",-0.435,0.487,-1.238,0.355,0.004,0.004,15154.0,5948.0,1.0
"b[Oceania, 2022-08]",-0.333,0.523,-1.179,0.542,0.004,0.005,17146.0,6098.0,1.0
"b[Oceania, 2022-09]",-0.224,0.546,-1.14,0.656,0.004,0.007,17231.0,5309.0,1.0
"b[Oceania, 2022-10]",-0.209,0.556,-1.11,0.715,0.004,0.007,17730.0,5299.0,1.0
"b[Oceania, 2022-11]",-0.257,0.549,-1.165,0.638,0.004,0.006,17827.0,5981.0,1.0
"b[Oceania, 2022-12]",-0.271,0.541,-1.179,0.607,0.004,0.006,18830.0,5665.0,1.0
"b[Oceania, 2023-01]",-0.24,0.542,-1.157,0.624,0.004,0.006,16632.0,5794.0,1.0
"b[Oceania, 2023-02]",-0.192,0.538,-1.123,0.646,0.004,0.007,15767.0,5275.0,1.0
"b[Oceania, 2023-03]",-0.154,0.544,-1.076,0.717,0.004,0.007,16749.0,6021.0,1.0
"b[Oceania, 2023-04]",-0.128,0.52,-0.972,0.744,0.004,0.007,18323.0,5749.0,1.0
"b[Oceania, 2023-05]",-0.096,0.491,-0.919,0.693,0.004,0.006,17304.0,6013.0,1.0
"b[Oceania, 2023-06]",-0.051,0.45,-0.752,0.722,0.003,0.006,17460.0,6025.0,1.0
"b[Oceania, 2023-07]",-0.083,0.432,-0.815,0.61,0.003,0.006,15536.0,5256.0,1.0
"b[Oceania, 2023-08]",-0.065,0.397,-0.669,0.637,0.003,0.005,15269.0,6748.0,1.0
"b[Oceania, 2023-09]",-0.073,0.374,-0.69,0.532,0.003,0.004,16025.0,6175.0,1.0
"b[Oceania, 2023-10]",-0.118,0.385,-0.728,0.523,0.003,0.004,15130.0,5834.0,1.0
"b[Oceania, 2023-11]",-0.128,0.417,-0.794,0.584,0.003,0.005,15856.0,6418.0,1.0
"b[Oceania, 2023-12]",-0.151,0.433,-0.839,0.571,0.003,0.005,15544.0,6487.0,1.0
"b[Western Asia, 2017-01]",-0.142,0.457,-0.878,0.611,0.003,0.006,18128.0,5546.0,1.0
"b[Western Asia, 2017-02]",-0.163,0.498,-0.926,0.689,0.003,0.006,20333.0,5567.0,1.0
"b[Western Asia, 2017-03]",-0.214,0.533,-1.124,0.642,0.004,0.007,19462.0,5285.0,1.0
"b[Western Asia, 2017-04]",-0.189,0.538,-1.072,0.696,0.004,0.007,16383.0,5567.0,1.0
"b[Western Asia, 2017-05]",-0.137,0.497,-0.957,0.689,0.004,0.006,15795.0,5717.0,1.0
"b[Western Asia, 2017-06]",-0.015,0.482,-0.783,0.796,0.004,0.006,18592.0,5284.0,1.0
"b[Western Asia, 2017-07]",-0.058,0.491,-0.875,0.729,0.004,0.006,17612.0,5744.0,1.0
"b[Western Asia, 2017-08]",-0.072,0.513,-0.96,0.724,0.004,0.006,17681.0,5596.0,1.0
"b[Western Asia, 2017-09]",-0.052,0.512,-0.887,0.792,0.004,0.007,19280.0,5313.0,1.0
"b[Western Asia, 2017-10]",-0.01,0.481,-0.84,0.751,0.004,0.006,16266.0,5688.0,1.0
"b[Western Asia, 2017-11]",-0.026,0.49,-0.816,0.799,0.004,0.006,14828.0,5427.0,1.0
"b[Western Asia, 2017-12]",-0.051,0.502,-0.867,0.785,0.004,0.007,18119.0,5546.0,1.0
"b[Western Asia, 2018-01]",-0.038,0.511,-0.906,0.756,0.004,0.007,15472.0,5217.0,1.0
"b[Western Asia, 2018-02]",0.0,0.484,-0.785,0.797,0.004,0.006,16263.0,5382.0,1.0
"b[Western Asia, 2018-03]",-0.055,0.491,-0.9,0.704,0.004,0.006,16094.0,6254.0,1.0
"b[Western Asia, 2018-04]",-0.104,0.523,-0.963,0.754,0.004,0.007,17274.0,6108.0,1.0
"b[Western Asia, 2018-05]",-0.12,0.521,-1.051,0.688,0.004,0.007,19057.0,5370.0,1.0
"b[Western Asia, 2018-06]",-0.155,0.523,-1.01,0.703,0.004,0.006,18605.0,5761.0,1.0
"b[Western Asia, 2018-07]",-0.218,0.517,-1.052,0.644,0.004,0.006,17237.0,6072.0,1.0
"b[Western Asia, 2018-08]",-0.268,0.509,-1.061,0.607,0.004,0.006,18400.0,5831.0,1.0
"b[Western Asia, 2018-09]",-0.261,0.493,-1.111,0.514,0.004,0.006,17052.0,5858.0,1.0
"b[Western Asia, 2018-10]",-0.292,0.495,-1.116,0.519,0.004,0.005,17734.0,6239.0,1.0
"b[Western Asia, 2018-11]",-0.287,0.479,-1.082,0.499,0.004,0.005,16336.0,5228.0,1.0
"b[Western Asia, 2018-12]",-0.347,0.491,-1.122,0.484,0.004,0.005,19373.0,5604.0,1.0
"b[Western Asia, 2019-01]",-0.367,0.466,-1.082,0.44,0.004,0.004,16802.0,5986.0,1.0
"b[Western Asia, 2019-02]",-0.279,0.446,-1.029,0.437,0.003,0.005,19436.0,5765.0,1.0
"b[Western Asia, 2019-03]",-0.294,0.49,-1.055,0.545,0.004,0.005,18614.0,5574.0,1.0
"b[Western Asia, 2019-04]",-0.265,0.501,-1.09,0.569,0.004,0.006,19388.0,5366.0,1.0
"b[Western Asia, 2019-05]",-0.253,0.529,-1.136,0.601,0.004,0.006,17690.0,5169.0,1.0
"b[Western Asia, 2019-06]",-0.194,0.562,-1.13,0.716,0.004,0.007,17387.0,5387.0,1.0
"b[Western Asia, 2019-07]",-0.173,0.54,-1.025,0.737,0.004,0.006,19218.0,6271.0,1.0
"b[Western Asia, 2019-08]",-0.193,0.559,-1.181,0.664,0.004,0.007,21025.0,5298.0,1.0
"b[Western Asia, 2019-09]",-0.206,0.518,-1.09,0.594,0.004,0.006,18086.0,5784.0,1.0
"b[Western Asia, 2019-10]",-0.194,0.548,-1.15,0.662,0.004,0.006,17653.0,5653.0,1.0
"b[Western Asia, 2019-11]",-0.217,0.554,-1.142,0.673,0.004,0.007,15842.0,5709.0,1.0
"b[Western Asia, 2019-12]",-0.288,0.495,-1.071,0.553,0.004,0.005,15572.0,5002.0,1.0
"b[Western Asia, 2020-01]",-0.261,0.416,-0.945,0.419,0.003,0.004,18515.0,5592.0,1.0
"b[Western Asia, 2020-02]",-0.255,0.361,-0.833,0.353,0.003,0.004,16691.0,5939.0,1.0
"b[Western Asia, 2020-03]",-0.416,0.403,-1.068,0.251,0.003,0.004,14484.0,5987.0,1.0
"b[Western Asia, 2020-04]",-0.484,0.453,-1.246,0.244,0.004,0.004,15856.0,6545.0,1.0
"b[Western Asia, 2020-05]",-0.417,0.469,-1.17,0.369,0.004,0.004,13673.0,6463.0,1.0
"b[Western Asia, 2020-06]",-0.325,0.503,-1.117,0.521,0.004,0.005,16640.0,5796.0,1.0
"b[Western Asia, 2020-07]",-0.259,0.527,-1.122,0.606,0.004,0.005,16901.0,6213.0,1.0
"b[Western Asia, 2020-08]",-0.223,0.532,-1.093,0.646,0.004,0.006,18773.0,5509.0,1.0
"b[Western Asia, 2020-09]",-0.199,0.542,-1.078,0.728,0.004,0.006,17784.0,5467.0,1.0
"b[Western Asia, 2020-10]",-0.184,0.533,-1.056,0.671,0.004,0.006,17162.0,5518.0,1.0
"b[Western Asia, 2020-11]",-0.258,0.514,-1.111,0.577,0.004,0.005,17435.0,6303.0,1.0
"b[Western Asia, 2020-12]",-0.314,0.513,-1.127,0.569,0.004,0.006,15789.0,4841.0,1.0
"b[Western Asia, 2021-01]",-0.364,0.493,-1.158,0.451,0.004,0.004,17358.0,6189.0,1.0
"b[Western Asia, 2021-02]",-0.296,0.53,-1.189,0.542,0.004,0.006,17744.0,5780.0,1.0
"b[Western Asia, 2021-03]",-0.278,0.537,-1.192,0.567,0.004,0.006,16338.0,6098.0,1.0
"b[Western Asia, 2021-04]",-0.228,0.547,-1.117,0.66,0.004,0.006,17132.0,5880.0,1.0
"b[Western Asia, 2021-05]",-0.188,0.534,-1.052,0.675,0.004,0.006,18637.0,6542.0,1.0
"b[Western Asia, 2021-06]",-0.187,0.539,-1.108,0.653,0.004,0.006,15309.0,6088.0,1.0
"b[Western Asia, 2021-07]",-0.184,0.552,-1.082,0.715,0.004,0.007,17216.0,5492.0,1.0
"b[Western Asia, 2021-08]",-0.263,0.552,-1.191,0.618,0.004,0.007,18835.0,5205.0,1.0
"b[Western Asia, 2021-09]",-0.304,0.532,-1.215,0.513,0.004,0.006,15468.0,5347.0,1.0
"b[Western Asia, 2021-10]",-0.326,0.519,-1.19,0.48,0.004,0.006,16846.0,5085.0,1.0
"b[Western Asia, 2021-11]",-0.241,0.551,-1.141,0.687,0.004,0.006,17660.0,5845.0,1.0
"b[Western Asia, 2021-12]",-0.228,0.541,-1.084,0.668,0.004,0.006,17793.0,6095.0,1.0
"b[Western Asia, 2022-01]",-0.2,0.552,-1.119,0.684,0.004,0.007,18638.0,5486.0,1.0
"b[Western Asia, 2022-02]",-0.237,0.548,-1.167,0.636,0.004,0.006,15938.0,5623.0,1.0
"b[Western Asia, 2022-03]",-0.275,0.534,-1.138,0.614,0.004,0.006,16791.0,5561.0,1.0
"b[Western Asia, 2022-04]",-0.295,0.519,-1.114,0.581,0.004,0.005,17436.0,5681.0,1.0
"b[Western Asia, 2022-05]",-0.267,0.527,-1.121,0.594,0.004,0.006,16606.0,6299.0,1.0
"b[Western Asia, 2022-06]",-0.233,0.552,-1.18,0.651,0.004,0.006,18587.0,5827.0,1.0
"b[Western Asia, 2022-07]",-0.204,0.544,-1.066,0.697,0.004,0.007,16308.0,5969.0,1.0
"b[Western Asia, 2022-08]",-0.205,0.559,-1.141,0.673,0.004,0.007,17910.0,5711.0,1.0
"b[Western Asia, 2022-09]",-0.209,0.545,-1.093,0.681,0.004,0.007,16832.0,5599.0,1.0
"b[Western Asia, 2022-10]",-0.17,0.537,-1.025,0.717,0.004,0.006,16920.0,5680.0,1.0
"b[Western Asia, 2022-11]",-0.197,0.531,-1.085,0.651,0.004,0.006,16846.0,5581.0,1.0
"b[Western Asia, 2022-12]",-0.18,0.542,-1.07,0.711,0.004,0.007,19002.0,5342.0,1.0
"b[Western Asia, 2023-01]",-0.195,0.565,-1.154,0.707,0.004,0.007,19700.0,6143.0,1.0
"b[Western Asia, 2023-02]",-0.212,0.564,-1.176,0.679,0.004,0.006,21327.0,5945.0,1.0
"b[Western Asia, 2023-03]",-0.229,0.524,-1.079,0.618,0.004,0.006,16975.0,5677.0,1.0
"b[Western Asia, 2023-04]",-0.214,0.536,-1.097,0.64,0.004,0.006,17727.0,5409.0,1.0
"b[Western Asia, 2023-05]",-0.214,0.5,-1.01,0.628,0.004,0.006,18267.0,5564.0,1.0
"b[Western Asia, 2023-06]",-0.242,0.495,-1.045,0.575,0.004,0.005,16719.0,5681.0,1.0
"b[Western Asia, 2023-07]",-0.289,0.504,-1.116,0.532,0.004,0.005,14101.0,5188.0,1.0
"b[Western Asia, 2023-08]",-0.314,0.515,-1.132,0.558,0.004,0.005,17037.0,5842.0,1.0
"b[Western Asia, 2023-09]",-0.321,0.519,-1.141,0.572,0.004,0.005,15712.0,5749.0,1.0
"b[Western Asia, 2023-10]",-0.369,0.457,-1.135,0.364,0.004,0.004,16600.0,6094.0,1.0
"b[Western Asia, 2023-11]",-0.275,0.404,-0.949,0.361,0.003,0.004,15209.0,5786.0,1.0
"b[Western Asia, 2023-12]",-0.253,0.386,-0.874,0.401,0.003,0.004,18521.0,5340.0,1.0
"b[South America, 2017-01]",-0.253,0.402,-0.914,0.41,0.003,0.004,15629.0,5987.0,1.0
"b[South America, 2017-02]",-0.118,0.41,-0.8,0.534,0.003,0.005,18573.0,4840.0,1.0
"b[South America, 2017-03]",-0.189,0.404,-0.886,0.444,0.003,0.004,17661.0,5824.0,1.0
"b[South America, 2017-04]",-0.166,0.419,-0.864,0.519,0.003,0.005,17544.0,5417.0,1.0
"b[South America, 2017-05]",-0.196,0.46,-0.954,0.567,0.004,0.005,16747.0,6603.0,1.0
"b[South America, 2017-06]",-0.16,0.498,-0.97,0.681,0.004,0.006,17269.0,5331.0,1.0
"b[South America, 2017-07]",-0.209,0.548,-1.096,0.71,0.004,0.007,17971.0,5386.0,1.0
"b[South America, 2017-08]",-0.204,0.552,-1.099,0.714,0.005,0.007,13836.0,5043.0,1.0
"b[South America, 2017-09]",-0.186,0.526,-1.042,0.677,0.004,0.006,16758.0,6130.0,1.0
"b[South America, 2017-10]",-0.163,0.525,-1.075,0.67,0.004,0.006,16806.0,5423.0,1.0
"b[South America, 2017-11]",-0.177,0.533,-1.102,0.656,0.004,0.006,15903.0,5343.0,1.0
"b[South America, 2017-12]",-0.207,0.554,-1.116,0.69,0.004,0.006,16061.0,5692.0,1.0
"b[South America, 2018-01]",-0.234,0.547,-1.178,0.626,0.004,0.006,17971.0,5266.0,1.0
"b[South America, 2018-02]",-0.223,0.521,-1.128,0.587,0.004,0.006,19738.0,5664.0,1.0
"b[South America, 2018-03]",-0.265,0.516,-1.128,0.569,0.004,0.005,19607.0,6234.0,1.0
"b[South America, 2018-04]",-0.254,0.512,-1.054,0.643,0.004,0.006,17193.0,5397.0,1.0
"b[South America, 2018-05]",-0.28,0.506,-1.084,0.566,0.004,0.005,18186.0,6007.0,1.0
"b[South America, 2018-06]",-0.279,0.511,-1.11,0.556,0.004,0.005,15984.0,6151.0,1.0
"b[South America, 2018-07]",-0.359,0.501,-1.139,0.497,0.004,0.005,15825.0,6299.0,1.0
"b[South America, 2018-08]",-0.349,0.514,-1.159,0.532,0.004,0.005,15374.0,5470.0,1.0
"b[South America, 2018-09]",-0.331,0.514,-1.164,0.531,0.004,0.005,16078.0,5756.0,1.0
"b[South America, 2018-10]",-0.294,0.536,-1.17,0.599,0.004,0.006,18687.0,6024.0,1.0
"b[South America, 2018-11]",-0.3,0.506,-1.146,0.516,0.004,0.006,17115.0,5901.0,1.0
"b[South America, 2018-12]",-0.326,0.487,-1.11,0.481,0.004,0.005,16462.0,5556.0,1.0
"b[South America, 2019-01]",-0.328,0.459,-1.066,0.434,0.004,0.004,14193.0,5767.0,1.0
"b[South America, 2019-02]",-0.192,0.475,-0.978,0.588,0.004,0.005,17632.0,5677.0,1.0
"b[South America, 2019-03]",-0.184,0.518,-1.061,0.63,0.004,0.006,17854.0,4870.0,1.0
"b[South America, 2019-04]",-0.166,0.543,-1.024,0.738,0.004,0.006,17086.0,5817.0,1.0
"b[South America, 2019-05]",-0.203,0.552,-1.121,0.709,0.004,0.007,18391.0,5594.0,1.0
"b[South America, 2019-06]",-0.226,0.535,-1.108,0.661,0.004,0.007,17975.0,5117.0,1.0
"b[South America, 2019-07]",-0.211,0.517,-1.044,0.647,0.004,0.006,14788.0,5381.0,1.0
"b[South America, 2019-08]",-0.195,0.526,-1.029,0.695,0.004,0.006,17006.0,5633.0,1.0
"b[South America, 2019-09]",-0.164,0.496,-0.997,0.629,0.004,0.006,16037.0,5922.0,1.0
"b[South America, 2019-10]",-0.134,0.499,-0.917,0.683,0.004,0.006,17394.0,5524.0,1.0
"b[South America, 2019-11]",-0.109,0.471,-0.873,0.657,0.004,0.006,16365.0,5411.0,1.0
"b[South America, 2019-12]",-0.137,0.507,-0.957,0.711,0.004,0.006,14435.0,5244.0,1.0
"b[South America, 2020-01]",-0.131,0.53,-0.973,0.751,0.004,0.006,14487.0,5901.0,1.0
"b[South America, 2020-02]",-0.115,0.538,-0.996,0.756,0.004,0.006,16728.0,5990.0,1.0
"b[South America, 2020-03]",-0.148,0.495,-0.985,0.62,0.004,0.006,17873.0,5234.0,1.0
"b[South America, 2020-04]",-0.528,0.454,-1.237,0.248,0.004,0.003,12931.0,6789.0,1.0
"b[South America, 2020-05]",-0.889,0.367,-1.474,-0.27,0.004,0.003,9423.0,6622.0,1.0
"b[South America, 2020-06]",-0.91,0.296,-1.416,-0.44,0.003,0.002,9746.0,6727.0,1.0
"b[South America, 2020-07]",-0.881,0.26,-1.307,-0.441,0.003,0.002,8744.0,6648.0,1.0
"b[South America, 2020-08]",-0.864,0.256,-1.297,-0.454,0.002,0.002,10715.0,7069.0,1.0
"b[South America, 2020-09]",-0.833,0.269,-1.276,-0.392,0.003,0.002,8863.0,6479.0,1.0
"b[South America, 2020-10]",-0.782,0.286,-1.25,-0.314,0.003,0.002,8954.0,6032.0,1.0
"b[South America, 2020-11]",-0.76,0.295,-1.226,-0.26,0.003,0.002,11317.0,6705.0,1.0
"b[South America, 2020-12]",-0.681,0.301,-1.188,-0.198,0.003,0.002,11073.0,6095.0,1.0
"b[South America, 2021-01]",-0.613,0.315,-1.139,-0.1,0.003,0.002,14126.0,5973.0,1.0
"b[South America, 2021-02]",-0.727,0.337,-1.275,-0.165,0.003,0.002,12578.0,6184.0,1.0
"b[South America, 2021-03]",-0.761,0.372,-1.371,-0.136,0.003,0.003,11798.0,6687.0,1.0
"b[South America, 2021-04]",-0.774,0.411,-1.455,-0.1,0.004,0.003,12656.0,6012.0,1.0
"b[South America, 2021-05]",-0.723,0.44,-1.417,0.021,0.004,0.003,13367.0,6032.0,1.0
"b[South America, 2021-06]",-0.631,0.471,-1.412,0.128,0.004,0.004,14424.0,6447.0,1.0
"b[South America, 2021-07]",-0.508,0.495,-1.291,0.336,0.004,0.004,17039.0,5905.0,1.0
"b[South America, 2021-08]",-0.408,0.529,-1.252,0.468,0.004,0.005,15327.0,5231.0,1.0
"b[South America, 2021-09]",-0.285,0.536,-1.1,0.654,0.004,0.006,14892.0,6054.0,1.0
"b[South America, 2021-10]",-0.172,0.557,-1.095,0.732,0.004,0.006,19347.0,6099.0,1.0
"b[South America, 2021-11]",-0.116,0.543,-1.042,0.738,0.004,0.007,17286.0,5672.0,1.0
"b[South America, 2021-12]",-0.142,0.531,-1.024,0.723,0.004,0.006,16495.0,6122.0,1.0
"b[South America, 2022-01]",-0.183,0.508,-0.986,0.672,0.004,0.006,18391.0,5922.0,1.0
"b[South America, 2022-02]",-0.166,0.459,-0.936,0.555,0.003,0.006,17443.0,5878.0,1.0
"b[South America, 2022-03]",-0.265,0.457,-1.019,0.482,0.003,0.005,17565.0,5994.0,1.0
"b[South America, 2022-04]",-0.262,0.425,-0.993,0.397,0.003,0.004,19591.0,5616.0,1.0
"b[South America, 2022-05]",-0.27,0.437,-0.978,0.451,0.003,0.005,16780.0,5530.0,1.0
"b[South America, 2022-06]",-0.222,0.442,-0.929,0.516,0.003,0.005,16025.0,5648.0,1.0
"b[South America, 2022-07]",-0.281,0.474,-1.105,0.467,0.004,0.005,16369.0,5502.0,1.0
"b[South America, 2022-08]",-0.259,0.531,-1.114,0.618,0.004,0.006,21554.0,6091.0,1.0
"b[South America, 2022-09]",-0.232,0.558,-1.122,0.708,0.004,0.006,18698.0,5341.0,1.0
"b[South America, 2022-10]",-0.224,0.554,-1.109,0.708,0.004,0.007,17751.0,5804.0,1.0
"b[South America, 2022-11]",-0.248,0.559,-1.127,0.693,0.004,0.007,17872.0,5542.0,1.0
"b[South America, 2022-12]",-0.308,0.553,-1.218,0.587,0.004,0.006,17173.0,5845.0,1.0
"b[South America, 2023-01]",-0.367,0.549,-1.274,0.524,0.004,0.006,17124.0,5333.0,1.0
"b[South America, 2023-02]",-0.389,0.553,-1.287,0.534,0.004,0.006,17838.0,5612.0,1.0
"b[South America, 2023-03]",-0.337,0.545,-1.221,0.578,0.004,0.005,16042.0,5527.0,1.0
"b[South America, 2023-04]",-0.363,0.54,-1.235,0.536,0.004,0.006,16664.0,5567.0,1.0
"b[South America, 2023-05]",-0.275,0.55,-1.206,0.593,0.004,0.007,18657.0,5009.0,1.0
"b[South America, 2023-06]",-0.304,0.515,-1.156,0.526,0.004,0.005,17071.0,5631.0,1.0
"b[South America, 2023-07]",-0.232,0.459,-1.016,0.495,0.004,0.005,16557.0,5938.0,1.0
"b[South America, 2023-08]",-0.044,0.418,-0.714,0.638,0.003,0.005,15337.0,6475.0,1.0
"b[South America, 2023-09]",0.026,0.428,-0.647,0.756,0.003,0.005,16682.0,6322.0,1.0
"b[South America, 2023-10]",-0.041,0.431,-0.778,0.65,0.004,0.005,14304.0,5813.0,1.0
"b[South America, 2023-11]",-0.095,0.368,-0.701,0.501,0.003,0.004,14474.0,6169.0,1.0
"b[South America, 2023-12]",-0.202,0.336,-0.764,0.339,0.003,0.003,12399.0,5422.0,1.0
"b[South China, 2017-01]",-0.098,0.479,-0.912,0.678,0.004,0.006,17943.0,5196.0,1.0
"b[South China, 2017-02]",-0.041,0.48,-0.838,0.741,0.004,0.007,17500.0,5175.0,1.0
"b[South China, 2017-03]",-0.104,0.508,-0.949,0.704,0.004,0.006,17490.0,6318.0,1.0
"b[South China, 2017-04]",-0.125,0.528,-1.048,0.703,0.004,0.007,17093.0,5648.0,1.0
"b[South China, 2017-05]",-0.184,0.55,-1.048,0.758,0.004,0.007,19782.0,5461.0,1.0
"b[South China, 2017-06]",-0.159,0.534,-0.988,0.778,0.004,0.007,17469.0,5311.0,1.0
"b[South China, 2017-07]",-0.194,0.531,-1.05,0.701,0.004,0.006,18610.0,6007.0,1.0
"b[South China, 2017-08]",-0.182,0.53,-1.07,0.672,0.004,0.006,19603.0,5505.0,1.0
"b[South China, 2017-09]",-0.158,0.536,-1.069,0.688,0.004,0.007,17725.0,5652.0,1.0
"b[South China, 2017-10]",-0.155,0.529,-0.984,0.749,0.004,0.007,16425.0,5664.0,1.0
"b[South China, 2017-11]",-0.144,0.524,-0.986,0.718,0.004,0.007,18972.0,5896.0,1.0
"b[South China, 2017-12]",-0.144,0.537,-1.056,0.707,0.004,0.007,15959.0,5663.0,1.0
"b[South China, 2018-01]",-0.135,0.513,-0.99,0.687,0.004,0.006,15774.0,5630.0,1.0
"b[South China, 2018-02]",-0.111,0.507,-0.95,0.711,0.004,0.007,17522.0,5396.0,1.0
"b[South China, 2018-03]",-0.136,0.515,-1.01,0.669,0.004,0.006,16438.0,5772.0,1.0
"b[South China, 2018-04]",-0.135,0.51,-0.963,0.704,0.004,0.007,20496.0,4896.0,1.0
